order_id,product_id,customer_id,date,size,channel,price,month,day,year
1121120,5038,1403061,3/27/2022,7,email_existing,$165.00,3,27,2022
1121121,5041,1402973,3/13/2022,9,search_google,$195.00,3,13,2022
1121122,5043,1402615,3/30/2022,8,search_google,$225.00,3,30,2022
1121123,5026,1402953,3/8/2022,9,email_existing,$100.00,3,8,2022
1121124,5030,1402918,3/21/2022,6,email_existing,$90.00,3,21,2022
1121125,5049,1403038,3/20/2022,14,Google,$55.00,3,20,2022
1121126,5032,1403055,3/18/2022,6,email_new_user,$90.00,3,18,2022
1121127,5034,1402581,3/28/2022,8,social_fb,$225.00,3,28,2022
1121128,5031,1402605,3/13/2022,8,Yahoo,$90.00,3,13,2022
1121129,5039,1402828,3/22/2022,6,Google,$165.00,3,22,2022
1121130,5050,1402969,3/23/2022,5,affiliate_display,$80.00,3,23,2022
1121131,5040,1402742,3/28/2022,11,email_existing,$85.00,3,28,2022
1121132,5032,1402762,3/16/2022,10,social_fb,$90.00,3,16,2022
1121133,5026,1402975,3/3/2022,6,search_google,$95.00,3,3,2022
1121134,5022,1402542,3/27/2022,10,search_google,$90.00,3,27,2022
1121135,5050,1402918,3/7/2022,3,social_fb,$95.00,3,7,2022
1121136,5032,1403065,3/3/2022,8,Google Analytics,$105.00,3,3,2022
1121137,5041,1402650,3/6/2022,10,social_fb,$195.00,3,6,2022
1121138,5020,1402540,3/21/2022,12,email_existing,$90.00,3,21,2022
1121139,5024,1402973,3/11/2022,10,email_new_user,$125.00,3,11,2022
1121140,5048,1402808,3/27/2022,10,Facebook Ads,$205.00,3,27,2022
1121141,5048,1403043,3/18/2022,9,search_google,$220.00,3,18,2022
1121142,5040,1402853,3/25/2022,14,email_existing,$90.00,3,25,2022
1121143,5044,1402692,3/25/2022,5,search_google,$75.00,3,25,2022
1121144,5050,1403037,3/22/2022,8,Google,$95.00,3,22,2022
1121145,5021,1402770,3/27/2022,8,search_google,$60.00,3,27,2022
1121146,5127,1402765,3/3/2022,11,google_search,$45.00,3,3,2022
1121147,5112,1403064,3/5/2022,8,GA,$145.00,3,5,2022
1121148,5065,1402836,3/16/2022,8,email_new_user,$100.00,3,16,2022
1121149,5015,1402571,3/18/2022,7,email_existing,$70.00,3,18,2022
1121150,5000,1402882,3/6/2022,10,social_twitter,$110.00,3,6,2022
1121151,5002,1402756,3/31/2022,7,email_existing,$105.00,3,31,2022
1121152,5130,1403070,3/6/2022,13,email_newuser,$60.00,3,6,2022
1121153,5125,1402951,3/31/2022,12,email_existing,$45.00,3,31,2022
1121154,5113,1402778,3/30/2022,7,email_new_user,$175.00,3,30,2022
1121155,5037,1402567,3/22/2022,11,email_existing,$70.00,3,22,2022
1121156,5112,1402529,3/19/2022,9,search_google,$145.00,3,19,2022
1121157,5051,1402807,3/3/2022,9,email_existing,$75.00,3,3,2022
1121158,5039,1402975,3/10/2022,10,Bing,$195.00,3,10,2022
1121159,5003,1402722,3/4/2022,10,email_new_user,$100.00,3,4,2022
1121160,5107,1402566,3/11/2022,5,search_google,$230.00,3,11,2022
1121161,5038,1402719,3/29/2022,10,Google Analytics,$165.00,3,29,2022
1121162,5105,1402687,3/26/2022,10,social_fb,$210.00,3,26,2022
1121163,5002,1402894,3/4/2022,6,affiliate_display,$90.00,3,4,2022
1121164,5138,1402863,3/11/2022,10,search_google,$40.00,3,11,2022
1121165,5037,1403017,3/15/2022,12,affiliate_text,$65.00,3,15,2022
1121166,5108,1402673,3/25/2022,10,search_google,$205.00,3,25,2022
1121167,5098,1402885,3/22/2022,6,Google,$225.00,3,22,2022
1121168,5098,1402660,3/27/2022,8,email_new_user,$195.00,3,27,2022
1121169,5002,1402983,3/8/2022,7,social_fb,$90.00,3,8,2022
1121170,5080,1403052,3/7/2022,8,affiliate_text,$100.00,3,7,2022
1121171,5070,1403103,3/4/2022,3,search_google,$120.00,3,4,2022
1121172,5004,1402670,3/13/2022,10,search_bing,$95.00,3,13,2022
1121173,5110,1402627,3/19/2022,9,search_google,$235.00,3,19,2022
1121174,5089,1402861,3/29/2022,6,search_bing,$185.00,3,29,2022
1121175,5128,1402908,3/14/2022,8,search_bing,$55.00,3,14,2022
1121176,5009,1402676,3/29/2022,11,search_google,$70.00,3,29,2022
1121177,5017,1402711,3/3/2022,11,email_new_user,$115.00,3,3,2022
1121178,5053,1402524,3/23/2022,9,email_new_user,$95.00,3,23,2022
1121179,5017,1403043,3/27/2022,10,search_google,$100.00,3,27,2022
1121180,5038,1403042,3/21/2022,9,social_tiktok,$165.00,3,21,2022
1121181,5106,1402965,3/4/2022,8,Google Analytics,$215.00,3,4,2022
1121182,5101,1402680,3/24/2022,5,email_new_user,$240.00,3,24,2022
1121183,5052,1402951,4/11/2022,8,email_existing,$75.00,4,11,2022
1121184,5023,1403025,4/8/2022,10,email_new_user,$50.00,4,8,2022
1121185,5049,1402633,4/23/2022,10,Facebook Ads,$50.00,4,23,2022
1121186,5111,1402704,4/20/2022,8,Facebook,$165.00,4,20,2022
1121187,5136,1402843,4/20/2022,11,email_existing,$35.00,4,20,2022
1121188,5045,1402863,4/11/2022,9,search_google,$130.00,4,11,2022
1121189,5028,1402862,4/12/2022,10,Google,$70.00,4,12,2022
1121190,5028,1402562,4/20/2022,9,email_existing,$70.00,4,20,2022
1121191,5050,1402538,4/28/2022,6,email_existing,$95.00,4,28,2022
1121192,5075,1402852,4/12/2022,9,search_google,$90.00,4,12,2022
1121193,5053,1402751,4/7/2022,10,affiliate_text,$115.00,4,7,2022
1121194,5112,1403047,4/12/2022,6,search_bing,$165.00,4,12,2022
1121195,5079,1402592,4/21/2022,7,affiliate_display,$105.00,4,21,2022
1121196,5031,1403069,4/15/2022,11,search_google,$90.00,4,15,2022
1121197,5116,1402541,4/15/2022,8,email_new_user,$180.00,4,15,2022
1121198,5032,1403092,4/1/2022,12,Yahoo,$90.00,4,1,2022
1121199,5063,1402978,4/8/2022,10,social_fb,$80.00,4,8,2022
1121200,5093,1402780,4/1/2022,7,search_google,$45.00,4,1,2022
1121201,5130,1402538,4/29/2022,8,email_new_user,$55.00,4,29,2022
1121202,5130,1403055,4/10/2022,9,social_fb,$55.00,4,10,2022
1121203,5105,1403036,4/1/2022,7,affiliate_text,$225.00,4,1,2022
1121204,5034,1402676,4/17/2022,8,Google Analytics,$225.00,4,17,2022
1121205,5053,1403087,4/4/2022,11,social_twitter,$105.00,4,4,2022
1121206,5042,1402799,4/10/2022,9,search_bing,$85.00,4,10,2022
1121207,5020,1403039,4/22/2022,9,FB,$95.00,4,22,2022
1121208,5135,1403077,4/16/2022,10,social_fb,$35.00,4,16,2022
1121209,5136,1402990,4/8/2022,7,search_bing,$40.00,4,8,2022
1121210,5110,1403010,4/13/2022,8,affiliate_display,$235.00,4,13,2022
1121211,5122,1402676,4/8/2022,9,email_new_user,$35.00,4,8,2022
1121212,5040,1402804,4/2/2022,8,email_existing,$90.00,4,2,2022
1121213,5139,1402536,4/28/2022,8,social_tiktok,$60.00,4,28,2022
1121214,5115,1403053,4/19/2022,4,search_google,$180.00,4,19,2022
1121215,5042,1402974,4/28/2022,10,email_existing,$85.00,4,28,2022
1121216,5004,1403008,4/15/2022,8,search_bing,$110.00,4,15,2022
1121217,5012,1402790,4/4/2022,12,social_fb,$80.00,4,4,2022
1121218,5120,1402879,4/7/2022,10,affiliate_text,$50.00,4,7,2022
1121219,5111,1402859,4/25/2022,8,email_existing,$180.00,4,25,2022
1121220,5077,1403071,4/10/2022,7,affiliate_display,$100.00,4,10,2022
1121221,5110,1402669,4/18/2022,10,email_newuser,$200.00,4,18,2022
1121222,5055,1402539,4/21/2022,7,Google Analytics,$200.00,4,21,2022
1121223,5052,1402934,4/30/2022,7,social_tiktok,$70.00,4,30,2022
1121224,5084,1403032,4/11/2022,9,Google,$80.00,4,11,2022
1121225,5100,1402660,4/22/2022,9,email_existing,$170.00,4,22,2022
1121226,5100,1402930,4/6/2022,10,search_google,$170.00,4,6,2022
1121227,5040,1402716,4/8/2022,4,email_existing,$90.00,4,8,2022
1121228,5070,1403039,4/9/2022,11,Twitter,$130.00,4,9,2022
1121229,5111,1402573,4/19/2022,11,social_twitter,$165.00,4,19,2022
1121230,5102,1402998,4/6/2022,7,email_existing,$190.00,4,6,2022
1121231,5109,1402781,4/3/2022,8,email_existing,$205.00,4,3,2022
1121232,5048,1403093,4/21/2022,8,email_existing,$220.00,4,21,2022
1121233,5072,1402633,4/22/2022,6,search_google,$95.00,4,22,2022
1121234,5133,1402765,4/27/2022,8,email_existing,$30.00,4,27,2022
1121235,5113,1402576,4/4/2022,8,email_new_user,$175.00,4,4,2022
1121236,5067,1402836,4/9/2022,7,email_existing,$90.00,4,9,2022
1121237,5004,1403002,4/23/2022,9,search_google,$100.00,4,23,2022
1121238,5088,1403069,4/14/2022,10,search_google,$95.00,4,14,2022
1121239,5103,1402770,4/5/2022,7,social_fb,$250.00,4,5,2022
1121240,5046,1402850,4/10/2022,8,Bing,$55.00,4,10,2022
1121241,5028,1402923,4/4/2022,14,email_new_user,$65.00,4,4,2022
1121242,5044,1402872,4/12/2022,13,search_google,$80.00,4,12,2022
1121243,5134,1402723,4/10/2022,9,affiliate_text,$30.00,4,10,2022
1121244,5008,1402789,4/4/2022,10,email_existing,$115.00,4,4,2022
1121245,5127,1403041,4/17/2022,7,Google,$45.00,4,17,2022
1121246,5084,1402708,4/5/2022,9,search_google,$85.00,4,5,2022
1121247,5014,1402773,4/28/2022,12,email_new_user,$70.00,4,28,2022
1121248,5029,1403095,4/7/2022,7,affiliate_display,$120.00,4,7,2022
1121249,5095,1403053,4/24/2022,9,affiliate_text,$180.00,4,24,2022
1121250,5087,1403074,4/3/2022,8,social_tiktok,$220.00,4,3,2022
1121251,5093,1402605,4/30/2022,9,search_google,$50.00,4,30,2022
1121252,5117,1402772,4/21/2022,12,email_existing,$60.00,4,21,2022
1121253,5059,1402689,4/6/2022,6,social_fb,$75.00,4,6,2022
1121254,5045,1402631,5/12/2022,10,Facebook Ads,$110.00,5,12,2022
1121255,5009,1402590,5/22/2022,10,search_google,$70.00,5,22,2022
1121256,5065,1402788,5/24/2022,6,Google Analytics,$95.00,5,24,2022
1121257,5094,1402826,5/15/2022,11,email_new_user,$230.00,5,15,2022
1121258,5120,1402887,5/19/2022,8,search_bing,$55.00,5,19,2022
1121259,5055,1402782,5/13/2022,7,email_newuser,$235.00,5,13,2022
1121260,5104,1403033,5/25/2022,9,search_google,$220.00,5,25,2022
1121261,5063,1402843,5/29/2022,7,affiliate_display,$95.00,5,29,2022
1121262,5078,1402545,5/14/2022,7,affiliate_text,$80.00,5,14,2022
1121263,5072,1402607,5/26/2022,9,affiliate_display,$110.00,5,26,2022
1121264,5056,1402606,5/3/2022,4,email_existing,$65.00,5,3,2022
1121265,5136,1402911,5/18/2022,10,GA,$40.00,5,18,2022
1121266,5052,1402822,5/11/2022,9,email_existing,$65.00,5,11,2022
1121267,5037,1402829,5/27/2022,9,email_existing,$70.00,5,27,2022
1121268,5007,1402936,5/25/2022,9,email_existing,$50.00,5,25,2022
1121269,5021,1402732,5/2/2022,9,search_google,$70.00,5,2,2022
1121270,5011,1402988,5/20/2022,11,email_new_user,$100.00,5,20,2022
1121271,5055,1402679,5/1/2022,10,search_bing,$235.00,5,1,2022
1121272,5008,1402886,5/18/2022,9,email_new_user,$115.00,5,18,2022
1121273,5066,1402801,5/17/2022,8,email_new_user,$80.00,5,17,2022
1121274,5128,1402673,5/21/2022,8,social_fb,$55.00,5,21,2022
1121275,5023,1402637,5/16/2022,10,search_google,$55.00,5,16,2022
1121276,5071,1402894,5/16/2022,8,search_google,$55.00,5,16,2022
1121277,5072,1402716,5/20/2022,8,search_google,$95.00,5,20,2022
1121278,5124,1402788,5/13/2022,7,search_google,$60.00,5,13,2022
1121279,5072,1402959,5/11/2022,9,google_search,$100.00,5,11,2022
1121280,5065,1403033,5/20/2022,8,Google Analytics,$95.00,5,20,2022
1121281,5021,1402757,5/7/2022,10,email_new_user,$60.00,5,7,2022
1121282,5030,1402917,5/13/2022,9,Bing,$95.00,5,13,2022
1121283,5128,1402592,5/30/2022,9,email_existing,$65.00,5,30,2022
1121284,5107,1402944,5/16/2022,0,search_google,$200.00,5,16,2022
1121285,5020,1402945,5/22/2022,7,email_new_user,$90.00,5,22,2022
1121286,5021,1403011,5/27/2022,11,search_google,$70.00,5,27,2022
1121287,5063,1402761,5/19/2022,9,email_new_user,$95.00,5,19,2022
1121288,5132,1402565,5/31/2022,8,social_twitter,$30.00,5,31,2022
1121289,5012,1402649,5/22/2022,10,affiliate_text,$85.00,5,22,2022
1121290,5005,1402961,5/6/2022,10,search_bing,$120.00,5,6,2022
1121291,5052,1403079,5/23/2022,7,search_google,$75.00,5,23,2022
1121292,5039,1402679,5/15/2022,10,Bing,$165.00,5,15,2022
1121293,5052,1402528,5/20/2022,5,social_tiktok,$70.00,5,20,2022
1121294,5047,1402730,5/26/2022,12,email_existing,$75.00,5,26,2022
1121295,5125,1402855,5/22/2022,6,social_tiktok,$35.00,5,22,2022
1121296,5081,1403083,5/4/2022,8,social_fb,$85.00,5,4,2022
1121297,5042,1402682,5/4/2022,8,email_new_user,$70.00,5,4,2022
1121298,5103,1402554,5/3/2022,10,affiliate_display,$215.00,5,3,2022
1121299,5001,1402578,5/8/2022,7,affiliate_display,$105.00,5,8,2022
1121300,5031,1402659,5/21/2022,7,Facebook,$85.00,5,21,2022
1121301,5069,1402664,5/12/2022,6,social_twitter,$110.00,5,12,2022
1121302,5018,1402601,5/26/2022,9,TikTok,$75.00,5,26,2022
1121303,5136,1402573,5/16/2022,9,email_new_user,$40.00,5,16,2022
1121304,5124,1402524,5/31/2022,9,Google Analytics,$70.00,5,31,2022
1121305,5070,1402703,5/30/2022,9,search_bing,$130.00,5,30,2022
1121306,5129,1402880,5/1/2022,15,search_google,$75.00,5,1,2022
1121307,5071,1402911,5/13/2022,10,TikTok,$50.00,5,13,2022
1121308,5123,1402794,5/16/2022,6,Twitter,$55.00,5,16,2022
1121309,5001,1402659,5/26/2022,10,email_new_user,$105.00,5,26,2022
1121310,5014,1402585,5/17/2022,8,search_google,$80.00,5,17,2022
1121311,5091,1402926,5/14/2022,4,affiliate_display,$225.00,5,14,2022
1121312,5095,1402669,5/3/2022,8,search_google,$195.00,5,3,2022
1121313,5012,1402527,5/27/2022,6,social_fb,$70.00,5,27,2022
1121314,5000,1402540,5/3/2022,8,affiliate_text,$110.00,5,3,2022
1121315,5058,1402820,5/23/2022,7,social_twitter,$95.00,5,23,2022
1121316,5084,1403058,5/6/2022,7,affiliate_text,$85.00,5,6,2022
1121317,5118,1402846,5/19/2022,11,email_existing,$60.00,5,19,2022
1121318,5014,1402776,5/27/2022,7,email_newuser,$70.00,5,27,2022
1121319,5038,1402771,5/7/2022,9,search_google,$165.00,5,7,2022
1121320,5032,1402534,5/23/2022,10,social_twitter,$90.00,5,23,2022
1121321,5066,1402789,5/31/2022,10,affiliate_display,$80.00,5,31,2022
1121322,5017,1403036,5/21/2022,6,email_existing,$115.00,5,21,2022
1121323,5067,1402606,5/23/2022,9,search_bing,$95.00,5,23,2022
1121324,5017,1402787,5/7/2022,7,search_yahoo,$105.00,5,7,2022
1121325,5079,1402614,5/21/2022,10,email_existing,$105.00,5,21,2022
1121326,5102,1402540,6/21/2022,8,google_search,$190.00,6,21,2022
1121327,5108,1402632,6/29/2022,10,email_new_user,$225.00,6,29,2022
1121328,5026,1403062,6/22/2022,8,email_new_user,$95.00,6,22,2022
1121329,5067,1402555,6/30/2022,7,search_google,$90.00,6,30,2022
1121330,5109,1403025,6/16/2022,8,TikTok,$175.00,6,16,2022
1121331,5106,1403008,6/14/2022,7,search_yahoo,$215.00,6,14,2022
1121332,5026,1402553,6/4/2022,10,search_google,$110.00,6,4,2022
1121333,5099,1402546,6/18/2022,8,email_new_user,$240.00,6,18,2022
1121334,5124,1402638,6/22/2022,11,Google,$70.00,6,22,2022
1121335,5048,1402759,6/21/2022,9,email_existing,$220.00,6,21,2022
1121336,5132,1403005,6/30/2022,6,search_bing,$35.00,6,30,2022
1121337,5012,1402658,6/24/2022,10,social_twitter,$80.00,6,24,2022
1121338,5070,1402567,6/29/2022,5,Google Analytics,$130.00,6,29,2022
1121339,5086,1402531,6/11/2022,8,social_twitter,$100.00,6,11,2022
1121340,5131,1402672,6/18/2022,6,Yahoo,$55.00,6,18,2022
1121341,5025,1402565,6/8/2022,12,social_fb,$100.00,6,8,2022
1121342,5121,1402759,6/20/2022,11,affiliate_text,$45.00,6,20,2022
1121343,5120,1402813,6/12/2022,11,email_newuser,$60.00,6,12,2022
1121344,5056,1403017,6/1/2022,10,email_existing,$65.00,6,1,2022
1121345,5045,1402723,6/12/2022,9,Yahoo,$110.00,6,12,2022
1121346,5039,1403033,6/11/2022,11,email_newuser,$180.00,6,11,2022
1121347,5009,1402595,6/6/2022,10,social_fb,$65.00,6,6,2022
1121348,5130,1402670,6/19/2022,5,search_bing,$60.00,6,19,2022
1121349,5044,1402534,6/20/2022,10,social_fb,$90.00,6,20,2022
1121350,5110,1402567,6/19/2022,7,email_new_user,$215.00,6,19,2022
1121351,5015,1402712,6/25/2022,9,social_twitter,$70.00,6,25,2022
1121352,5129,1402897,6/3/2022,12,Bing,$75.00,6,3,2022
1121353,5101,1402895,6/7/2022,6,email_existing,$205.00,6,7,2022
1121354,5042,1403082,6/11/2022,10,email_existing,$80.00,6,11,2022
1121355,5130,1402860,6/11/2022,10,email_new_user,$55.00,6,11,2022
1121356,5047,1403094,6/21/2022,8,email_new_user,$70.00,6,21,2022
1121357,5070,1402537,6/26/2022,8,search_bing,$110.00,6,26,2022
1121358,5072,1402731,6/6/2022,7,email_existing,$100.00,6,6,2022
1121359,5008,1402592,6/28/2022,7,search_google,$105.00,6,28,2022
1121360,5052,1403090,6/14/2022,7,social_fb,$70.00,6,14,2022
1121361,5056,1402723,6/25/2022,8,affiliate_display,$65.00,6,25,2022
1121362,5045,1402533,6/28/2022,10,Google Analytics,$110.00,6,28,2022
1121363,5061,1402993,6/4/2022,12,social_tiktok,$85.00,6,4,2022
1121364,5119,1402937,6/22/2022,11,email_new_user,$55.00,6,22,2022
1121365,5015,1402822,6/23/2022,8,email_new_user,$75.00,6,23,2022
1121366,5009,1402695,6/30/2022,9,search_google,$65.00,6,30,2022
1121367,5054,1402852,6/4/2022,11,affiliate_text,$80.00,6,4,2022
1121368,5057,1402909,6/30/2022,9,social_fb,$70.00,6,30,2022
1121369,5074,1402899,6/21/2022,8,google_search,$115.00,6,21,2022
1121370,5021,1402608,6/11/2022,10,search_google,$60.00,6,11,2022
1121371,5123,1402716,6/11/2022,10,email_new_user,$50.00,6,11,2022
1121372,5067,1402977,6/22/2022,10,email_new_user,$95.00,6,22,2022
1121373,5074,1403053,6/6/2022,10,Google Analytics,$135.00,6,6,2022
1121374,5077,1402622,6/2/2022,7,email_newuser,$120.00,6,2,2022
1121375,5026,1402640,6/25/2022,8,social_fb,$95.00,6,25,2022
1121376,5062,1402529,6/3/2022,7,email_new_user,$120.00,6,3,2022
1121377,5022,1403085,6/14/2022,10,email_existing,$90.00,6,14,2022
1121378,5042,1402652,6/30/2022,9,affiliate_display,$70.00,6,30,2022
1121379,5025,1402596,6/2/2022,5,email_newuser,$85.00,6,2,2022
1121380,5064,1402568,6/30/2022,5,email_new_user,$60.00,6,30,2022
1121381,5023,1402592,6/29/2022,9,social_fb,$55.00,6,29,2022
1121382,5041,1402805,6/26/2022,15,email_existing,$195.00,6,26,2022
1121383,5024,1402809,6/8/2022,7,email_newuser,$105.00,6,8,2022
1121384,5119,1402658,6/20/2022,8,search_google,$55.00,6,20,2022
1121385,5034,1402716,6/30/2022,10,Google Analytics,$245.00,6,30,2022
1121386,5088,1402547,6/21/2022,9,email_new_user,$95.00,6,21,2022
1121387,5021,1402835,6/24/2022,9,affiliate_text,$70.00,6,24,2022
1121388,5117,1402610,6/6/2022,10,Bing,$55.00,6,6,2022
1121389,5072,1402720,6/14/2022,10,Bing,$100.00,6,14,2022
1121390,5088,1402817,6/16/2022,4,social_tiktok,$105.00,6,16,2022
1121391,5037,1402721,6/3/2022,10,affiliate_text,$65.00,6,3,2022
1121392,5012,1402761,6/1/2022,7,email_new_user,$85.00,6,1,2022
1121393,5071,1402604,6/29/2022,13,email_existing,$50.00,6,29,2022
1121394,5058,1402941,6/19/2022,6,search_google,$85.00,6,19,2022
1121395,5022,1402772,6/4/2022,6,email_new_user,$100.00,6,4,2022
1121396,5094,1402797,6/30/2022,8,Bing,$230.00,6,30,2022
1121397,5122,1403046,6/16/2022,6,email_new_user,"$3,360",6,16,2022
1121398,5112,1402868,6/2/2022,9,email_existing,$145.00,6,2,2022
1121399,5139,1402869,6/28/2022,12,social_tiktok,$60.00,6,28,2022
1121400,5102,1402638,7/21/2022,9,social_twitter,$175.00,7,21,2022
1121401,5071,1403022,7/21/2022,8,email_new_user,$60.00,7,21,2022
1121402,5034,1402643,7/25/2022,12,affiliate_display,$210.00,7,25,2022
1121403,5096,1402530,7/4/2022,9,search_bing,$205.00,7,4,2022
1121404,5020,1402552,7/19/2022,8,search_google,$95.00,7,19,2022
1121405,5053,1403058,7/4/2022,7,social_fb,$95.00,7,4,2022
1121406,5087,1402794,7/18/2022,7,search_google,$220.00,7,18,2022
1121407,5015,1402759,7/31/2022,9,email_new_user,$65.00,7,31,2022
1121408,5043,1402783,7/3/2022,9,email_existing,$225.00,7,3,2022
1121409,5057,1402764,7/28/2022,10,affiliate_display,$70.00,7,28,2022
1121410,5083,1402794,7/13/2022,7,Google Analytics,$95.00,7,13,2022
1121411,5103,1402966,7/24/2022,9,Yahoo,$250.00,7,24,2022
1121412,5064,1402566,7/31/2022,12,google_search,$55.00,7,31,2022
1121413,5080,1402961,7/5/2022,8,search_google,$100.00,7,5,2022
1121414,5048,1402586,7/18/2022,10,affiliate_text,$220.00,7,18,2022
1121415,5022,1402828,7/6/2022,7,affiliate_text,$90.00,7,6,2022
1121416,5049,1403001,7/31/2022,12,search_yahoo,$55.00,7,31,2022
1121417,5009,1402586,7/13/2022,7,social_tiktok,$65.00,7,13,2022
1121418,5103,1402981,7/30/2022,7,social_fb,$215.00,7,30,2022
1121419,5113,1402840,7/7/2022,8,GA,$160.00,7,7,2022
1121420,5133,1402901,7/21/2022,10,social_fb,$35.00,7,21,2022
1121421,5023,1402609,7/12/2022,10,social_twitter,$55.00,7,12,2022
1121422,5076,1403041,7/2/2022,9,search_google,$100.00,7,2,2022
1121423,5095,1402882,7/17/2022,8,social_fb,$180.00,7,17,2022
1121424,5085,1402600,7/1/2022,9,search_google,$80.00,7,1,2022
1121425,5108,1402733,7/21/2022,10,social_twitter,$205.00,7,21,2022
1121426,5121,1402808,7/23/2022,8,Google Analytics,$45.00,7,23,2022
1121427,5008,1402764,7/27/2022,9,affiliate_display,$105.00,7,27,2022
1121428,5067,1403018,7/26/2022,7,social_fb,$90.00,7,26,2022
1121429,5046,1403085,7/8/2022,8,Google,$55.00,7,8,2022
1121430,5067,1402685,7/8/2022,9,search_google,$105.00,7,8,2022
1121431,5091,1403098,7/15/2022,7,Google,$210.00,7,15,2022
1121432,5130,1402659,7/2/2022,13,affiliate_text,$55.00,7,2,2022
1121433,5050,1402897,7/15/2022,8,affiliate_display,$80.00,7,15,2022
1121434,5104,1402726,7/8/2022,9,GA,$190.00,7,8,2022
1121435,5138,1402570,7/9/2022,10,Facebook,$50.00,7,9,2022
1121436,5130,1402857,7/23/2022,8,TikTok,$55.00,7,23,2022
1121437,5029,1402636,7/1/2022,7,email_new_user,$100.00,7,1,2022
1121438,5045,1403090,7/9/2022,8,affiliate_text,$130.00,7,9,2022
1121439,5082,1402960,7/4/2022,9,search_google,$75.00,7,4,2022
1121440,5131,1402718,7/8/2022,10,affiliate_text,$55.00,7,8,2022
1121441,5093,1402988,7/3/2022,8,search_bing,$55.00,7,3,2022
1121442,5115,1403105,7/26/2022,7,email_existing,$165.00,7,26,2022
1121443,5078,1402944,7/30/2022,4,search_bing,$80.00,7,30,2022
1121444,5135,1402573,7/10/2022,8,search_google,$35.00,7,10,2022
1121445,5102,1402576,7/4/2022,9,social_fb,$200.00,7,4,2022
1121446,5097,1402863,7/15/2022,9,email_new_user,$170.00,7,15,2022
1121447,5055,1402645,7/17/2022,8,email_new_user,$215.00,7,17,2022
1121448,5062,1403064,7/23/2022,6,email_existing,$105.00,7,23,2022
1121449,5033,1402814,7/31/2022,13,search_bing,$85.00,7,31,2022
1121450,5005,1402533,7/24/2022,8,Google Analytics,$120.00,7,24,2022
1121451,5070,1402728,7/7/2022,9,Bing,$120.00,7,7,2022
1121452,5108,1402830,7/8/2022,5,email_existing,$225.00,7,8,2022
1121453,5092,1402613,7/28/2022,11,email_new_user,$210.00,7,28,2022
1121454,5045,1402628,7/22/2022,10,search_google,$120.00,7,22,2022
1121455,5019,1402623,7/11/2022,10,search_google,$75.00,7,11,2022
1121456,5120,1402973,7/20/2022,8,Google,$50.00,7,20,2022
1121457,5137,1402968,7/17/2022,10,Google Analytics,$30.00,7,17,2022
1121458,5048,1402981,7/10/2022,8,email_new_user,$220.00,7,10,2022
1121459,5051,1402800,7/22/2022,5,FB,$75.00,7,22,2022
1121460,5137,1402991,7/27/2022,9,search_google,$25.00,7,27,2022
1121461,5034,1403104,7/20/2022,8,email_newuser,$225.00,7,20,2022
1121462,5014,1402669,7/23/2022,8,search_google,$70.00,7,23,2022
1121463,5099,1402695,7/19/2022,7,search_google,$205.00,7,19,2022
1121464,5093,1402907,7/29/2022,10,email_newuser,$50.00,7,29,2022
1121465,5007,1402873,7/2/2022,8,affiliate_text,$60.00,7,2,2022
1121466,5116,1403105,7/16/2022,9,social_fb,$180.00,7,16,2022
1121467,5127,1403085,7/5/2022,10,affiliate_text,$45.00,7,5,2022
1121468,5083,1403093,7/15/2022,7,affiliate_display,$105.00,7,15,2022
1121469,5043,1403096,7/10/2022,5,email_existing,$225.00,7,10,2022
1121470,5008,1402737,7/4/2022,13,google_search,$115.00,7,4,2022
1121471,5093,1402868,7/16/2022,10,search_google,$50.00,7,16,2022
1121472,5132,1402706,7/2/2022,6,social_fb,$30.00,7,2,2022
1121473,5071,1402854,7/2/2022,7,email_new_user,$50.00,7,2,2022
1121474,5137,1402963,7/31/2022,10,search_google,$30.00,7,31,2022
1121475,5095,1402966,7/27/2022,10,search_google,$180.00,7,27,2022
1121476,5016,1402657,7/9/2022,11,Facebook Ads,$60.00,7,9,2022
1121477,5061,1402575,7/9/2022,9,affiliate_text,$85.00,7,9,2022
1121478,5104,1402661,7/18/2022,9,Google,$190.00,7,18,2022
1121479,5064,1402801,7/15/2022,8,search_google,$55.00,7,15,2022
1121480,5001,1403105,7/2/2022,9,search_yahoo,$95.00,7,2,2022
1121481,5036,1402808,7/23/2022,10,affiliate_text,$200.00,7,23,2022
1121482,5034,1402702,7/5/2022,7,search_bing,$225.00,7,5,2022
1121483,5108,1402657,7/30/2022,7,email_new_user,$205.00,7,30,2022
1121484,5138,1402656,7/2/2022,8,email_newuser,$50.00,7,2,2022
1121485,5135,1402541,7/15/2022,10,email_newuser,$35.00,7,15,2022
1121486,5058,1402866,8/29/2022,10,Google,$90.00,8,29,2022
1121487,5139,1403095,8/5/2022,6,search_yahoo,$60.00,8,5,2022
1121488,5037,1402846,8/24/2022,10,affiliate_text,$70.00,8,24,2022
1121489,5119,1403031,8/26/2022,8,email_new_user,$50.00,8,26,2022
1121490,5084,1402602,8/3/2022,8,search_google,$85.00,8,3,2022
1121491,5091,1403045,8/8/2022,8,email_new_user,$210.00,8,8,2022
1121492,5014,1402600,8/2/2022,10,Google Analytics,$70.00,8,2,2022
1121493,5120,1402834,8/27/2022,10,search_google,$55.00,8,27,2022
