ActivityID,ActivityType,ActivityTime,PageURL,UserAgent,ReferrerURL,DeviceID
57366,add_to_cart,2023-01-13 15:25:33,www.beautyshop.com/cart,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/44.0.860.0 Safari/534.0",NULL,NULL
57367,checkout,2023-01-13 15:31:26,www.beautyshop.com/checkout,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/44.0.860.0 Safari/534.0",www.beautyshop.com/product/9033,NULL
57368,view_product,2023-01-13 15:44:04,www.beautyshop.com/product/9079,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9383-08-23 14:20:02 Firefox/3.6.8,NULL,b430c840-8d6b-49e0-80bb-631e7fb884de
57369,add_to_cart,2023-01-13 15:48:59,www.beautyshop.com/cart,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9383-08-23 14:20:02 Firefox/3.6.8,NULL,b430c840-8d6b-49e0-80bb-631e7fb884de
57370,view_product,2023-01-13 15:53:09,www.beautyshop.com/product/9053,Chrome/12.4 (iPhone; U; CPU iPhone OS 4_2 like Mac OS X; eu-ES) AppleWebKit/535.7.1 Version/3.0.5 Mobile/8B117 Safari/6535.7.1,NULL,NULL
57371,checkout,2023-01-13 15:58:15,www.beautyshop.com/checkout,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9383-08-23 14:20:02 Firefox/3.6.8,www.beautyshop.com/product/9079,b430c840-8d6b-49e0-80bb-631e7fb884de
57372,purchase,2023-01-13 16:03:00,www.beautyshop.com/complete,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9383-08-23 14:20:02 Firefox/3.6.8,www.beautyshop.com/checkout,b430c840-8d6b-49e0-80bb-631e7fb884de
57373,view_product,2023-01-13 17:13:39,www.beautyshop.com/product/9095,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.19.1 (KHTML, like Gecko) Version/5.0.2 Safari/534.19.1",NULL,D1ADAABB-1788-4D6E-9D8A-87877674B1B3
57374,impression,2023-01-13 18:58:10,null,Mozilla/5.0 (Android 7.1; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,www.yahoo.com,9c002ebf-322b-43d9-930a-8bc389a158a8
57375,visit_site,2023-01-13 19:04:20,www.beautyshop.com,Mozilla/5.0 (Android 7.1; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,www.yahoo.com,9c002ebf-322b-43d9-930a-8bc389a158a8
57376,search,2023-01-13 19:06:32,www.beautyshop.com/search/?query=revitalizing+gel+cleanser,Mozilla/5.0 (Android 7.1; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,NULL,9c002ebf-322b-43d9-930a-8bc389a158a8
57377,view_product,2023-01-13 19:07:07,www.beautyshop.com/product/9013,Mozilla/5.0 (Android 7.1; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,www.yahoo.com,9c002ebf-322b-43d9-930a-8bc389a158a8
57378,add_to_cart,2023-01-13 19:17:17,www.beautyshop.com/cart,Mozilla/5.0 (Android 7.1; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,NULL,9c002ebf-322b-43d9-930a-8bc389a158a8
57379,view_product,2023-01-13 19:19:25,www.beautyshop.com/product/9092,"Chrome/12.0 (iPhone OS 7_1_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/35.0.876.0 Mobile/28T431 Safari/535.1",NULL,NULL
57380,add_to_cart,2023-01-13 19:20:47,www.beautyshop.com/cart,"Chrome/12.0 (iPhone OS 7_1_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/35.0.876.0 Mobile/28T431 Safari/535.1",NULL,NULL
57381,checkout,2023-01-13 19:22:09,www.beautyshop.com/checkout,Mozilla/5.0 (Android 7.1; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,www.beautyshop.com/product/9013,9c002ebf-322b-43d9-930a-8bc389a158a8
57382,purchase,2023-01-13 19:30:38,www.beautyshop.com/complete,Mozilla/5.0 (Android 7.1; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,www.beautyshop.com/checkout,9c002ebf-322b-43d9-930a-8bc389a158a8
57383,view_product,2023-01-14 1:11:11,www.beautyshop.com/product/9034,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.1),NULL,61f7d1d9-b401-49e7-a446-8b451114f4db
57384,add_to_cart,2023-01-14 1:12:26,www.beautyshop.com/cart,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.1),NULL,61f7d1d9-b401-49e7-a446-8b451114f4db
57385,view_product,2023-01-14 1:12:39,www.beautyshop.com/product/9081,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_6; rv:1.9.2.20) Gecko/9054-05-16 10:05:40 Firefox/3.8,NULL,3783ADE5-2696-4555-8745-DBB8FEDE0644
57386,checkout,2023-01-14 1:13:52,www.beautyshop.com/checkout,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.1),www.beautyshop.com/product/9034,61f7d1d9-b401-49e7-a446-8b451114f4db
57387,add_to_cart,2023-01-14 1:16:25,www.beautyshop.com/cart,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_6; rv:1.9.2.20) Gecko/9054-05-16 10:05:40 Firefox/3.8,NULL,3783ADE5-2696-4555-8745-DBB8FEDE0644
57388,checkout,2023-01-14 1:18:50,www.beautyshop.com/checkout,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_6; rv:1.9.2.20) Gecko/9054-05-16 10:05:40 Firefox/3.8,www.beautyshop.com/product/9081,3783ADE5-2696-4555-8745-DBB8FEDE0644
57389,impression,2023-01-14 2:16:48,null,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.0),www.facebook.com,NULL
57390,visit_site,2023-01-14 2:18:14,www.beautyshop.com,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.0),www.facebook.com,NULL
57391,search,2023-01-14 2:22:27,www.beautyshop.com/search/?query=eternal+youth+cosmetics,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.0),NULL,NULL
57392,view_product,2023-01-14 2:29:42,www.beautyshop.com/product/9061,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.0),www.yahoo.com,NULL
57393,add_to_cart,2023-01-14 2:33:06,www.beautyshop.com/cart,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.0),NULL,NULL
57394,checkout,2023-01-14 2:37:01,www.beautyshop.com/checkout,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.0),www.beautyshop.com/product/9061,NULL
57395,search,2023-01-14 7:27:23,www.beautyshop.com/search/?query=hair+care,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3 rv:4.0; hne-IN) AppleWebKit/532.32.2 Version/4.0.5 Safari/532.32.2,NULL,be352e7c-fec8-4119-b24d-d558e58a6361
57396,view_product,2023-01-14 7:30:56,www.beautyshop.com/product/9108,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3 rv:4.0; hne-IN) AppleWebKit/532.32.2 Version/4.0.5 Safari/532.32.2,NULL,be352e7c-fec8-4119-b24d-d558e58a6361
57397,add_to_cart,2023-01-14 7:34:11,www.beautyshop.com/cart,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3 rv:4.0; hne-IN) AppleWebKit/532.32.2 Version/4.0.5 Safari/532.32.2,NULL,be352e7c-fec8-4119-b24d-d558e58a6361
57398,checkout,2023-01-14 7:36:24,www.beautyshop.com/checkout,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3 rv:4.0; hne-IN) AppleWebKit/532.32.2 Version/4.0.5 Safari/532.32.2,www.beautyshop.com/product/9108,be352e7c-fec8-4119-b24d-d558e58a6361
57399,purchase,2023-01-14 7:38:59,www.beautyshop.com/complete,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3 rv:4.0; hne-IN) AppleWebKit/532.32.2 Version/4.0.5 Safari/532.32.2,www.beautyshop.com/checkout,be352e7c-fec8-4119-b24d-d558e58a6361
57400,view_product,2023-01-14 7:44:53,www.beautyshop.com/product/9102,Opera/8.42.(Windows NT 5.01; ks-IN) Presto/2.9.176 Version/10.00,NULL,6266262D-48F9-44C2-B77D-6805FDDA92F3
57401,view_product,2023-01-14 8:08:42,www.beautyshop.com/product/9057,Chrome/12.4 (iPhone; U; CPU iPhone OS 4_2 like Mac OS X; vi-VN) AppleWebKit/534.17.5 Version/3.0.5 Mobile/8B117 Safari/6534.17.5,NULL,NULL
57402,add_to_cart,2023-01-14 8:12:15,www.beautyshop.com/cart,Chrome/12.4 (iPhone; U; CPU iPhone OS 4_2 like Mac OS X; vi-VN) AppleWebKit/534.17.5 Version/3.0.5 Mobile/8B117 Safari/6534.17.5,NULL,NULL
57403,visit_site,2023-01-14 8:37:59,www.beautyshop.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.1),NULL,a1c3b4fc-262f-48b0-9615-62ae49200421
57404,search,2023-01-14 8:41:30,www.beautyshop.com/search/?query=skin,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.1),NULL,a1c3b4fc-262f-48b0-9615-62ae49200421
57405,view_product,2023-01-14 8:46:09,www.beautyshop.com/product/9055,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.1),NULL,a1c3b4fc-262f-48b0-9615-62ae49200421
57406,impression,2023-01-14 9:19:56,null,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.2.20) Gecko/4619-04-15 08:47:43 Firefox/9.0,www.facebook.com,NULL
57407,visit_site,2023-01-14 9:26:11,www.beautyshop.com,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.2.20) Gecko/4619-04-15 08:47:43 Firefox/9.0,www.facebook.com,NULL
57408,search,2023-01-14 9:31:37,www.beautyshop.com/search/?query=invigorating+peppermint+foot+cream,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.2.20) Gecko/4619-04-15 08:47:43 Firefox/9.0,NULL,NULL
57409,view_product,2023-01-14 9:38:18,www.beautyshop.com/product/9016,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.2.20) Gecko/4619-04-15 08:47:43 Firefox/9.0,www.bing.com,NULL
57410,add_to_cart,2023-01-14 9:42:30,www.beautyshop.com/cart,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.2.20) Gecko/4619-04-15 08:47:43 Firefox/9.0,NULL,NULL
57411,checkout,2023-01-14 9:46:56,www.beautyshop.com/checkout,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.2.20) Gecko/4619-04-15 08:47:43 Firefox/9.0,www.beautyshop.com/product/9016,NULL
57412,purchase,2023-01-14 9:54:27,www.beautyshop.com/complete,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.2.20) Gecko/4619-04-15 08:47:43 Firefox/9.0,www.beautyshop.com/checkout,NULL
57413,visit_site,2023-01-14 10:29:49,www.beautyshop.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),NULL,bdf2a4d1-afe6-4996-8c5c-c481ae6920c7
57414,search,2023-01-14 10:31:35,www.beautyshop.com/search/?query=organic,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),NULL,bdf2a4d1-afe6-4996-8c5c-c481ae6920c7
57415,view_product,2023-01-14 10:37:55,www.beautyshop.com/product/9057,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),NULL,bdf2a4d1-afe6-4996-8c5c-c481ae6920c7
57416,add_to_cart,2023-01-14 10:42:33,www.beautyshop.com/cart,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),NULL,bdf2a4d1-afe6-4996-8c5c-c481ae6920c7
57417,checkout,2023-01-14 10:44:51,www.beautyshop.com/checkout,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),www.beautyshop.com/product/9057,bdf2a4d1-afe6-4996-8c5c-c481ae6920c7
57418,purchase,2023-01-14 10:49:26,www.beautyshop.com/complete,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),www.beautyshop.com/checkout,bdf2a4d1-afe6-4996-8c5c-c481ae6920c7
57419,email_open,2023-01-14 11:16:24,www.beautyshop.com/email/?campaign=spring_awakening,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/18.3e6426.0 Mobile/91Z506 Safari/536.1",Mail Client,NULL
57420,visit_site,2023-01-14 11:19:20,www.beautyshop.com,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/18.3e6426.0 Mobile/91Z506 Safari/536.1",Mail Client,NULL
57421,search,2023-01-14 11:22:54,www.beautyshop.com/search/?query=refreshing+minty+scalp+serum,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/18.3e6426.0 Mobile/91Z506 Safari/536.1",NULL,NULL
57422,view_product,2023-01-14 11:28:07,www.beautyshop.com/product/9106,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/18.3e6426.0 Mobile/91Z506 Safari/536.1",Mail Client,NULL
57423,add_to_cart,2023-01-14 11:33:02,www.beautyshop.com/cart,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/18.3e6426.0 Mobile/91Z506 Safari/536.1",NULL,NULL
57424,checkout,2023-01-14 11:41:29,www.beautyshop.com/checkout,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/18.3e6426.0 Mobile/91Z506 Safari/536.1",www.beautyshop.com/product/9106,NULL
57425,purchase,2023-01-14 11:43:20,www.beautyshop.com/complete,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/18.3e6426.0 Mobile/91Z506 Safari/536.1",www.beautyshop.com/checkout,NULL
57426,email_open,2023-01-14 12:07:37,www.beautyshop.com/email/?campaign=holiday_glam,Chrome/10.1.(Windows NT 10.0; tn-ZA) Presto/2.9.188 Version/12.00,Mail Client,6138a8c3-5d7b-497d-bc65-3d5854225d30
57427,visit_site,2023-01-14 12:16:22,www.beautyshop.com,Chrome/10.1.(Windows NT 10.0; tn-ZA) Presto/2.9.188 Version/12.00,Mail Client,6138a8c3-5d7b-497d-bc65-3d5854225d30
57428,search,2023-01-14 12:17:41,www.beautyshop.com/search/?query=makeup,Chrome/10.1.(Windows NT 10.0; tn-ZA) Presto/2.9.188 Version/12.00,NULL,6138a8c3-5d7b-497d-bc65-3d5854225d30
57429,view_product,2023-01-14 12:19:03,www.beautyshop.com/product/9065,Chrome/10.1.(Windows NT 10.0; tn-ZA) Presto/2.9.188 Version/12.00,Mail Client,6138a8c3-5d7b-497d-bc65-3d5854225d30
57430,search,2023-01-14 13:21:52,www.beautyshop.com/search/?query=healing+tree+oil+blemish+stick,Chrome/10.18.(X11; Linux x86_64; az-AZ) Presto/2.9.179 Version/12.00,NULL,041a86e7-62f9-4b60-9712-bdf11591a48a
57431,view_product,2023-01-14 13:26:31,www.beautyshop.com/product/9088,Chrome/10.18.(X11; Linux x86_64; az-AZ) Presto/2.9.179 Version/12.00,NULL,041a86e7-62f9-4b60-9712-bdf11591a48a
57432,add_to_cart,2023-01-14 13:31:56,www.beautyshop.com/cart,Chrome/10.18.(X11; Linux x86_64; az-AZ) Presto/2.9.179 Version/12.00,NULL,041a86e7-62f9-4b60-9712-bdf11591a48a
57433,view_product,2023-01-14 15:09:15,www.beautyshop.com/product/9021,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/63.0.843.0 Safari/535.1",NULL,46E9BB0E-ADAE-4A96-8291-3432A6C843BD
57434,add_to_cart,2023-01-14 15:14:30,www.beautyshop.com/cart,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/63.0.843.0 Safari/535.1",NULL,46E9BB0E-ADAE-4A96-8291-3432A6C843BD
57435,checkout,2023-01-14 15:18:44,www.beautyshop.com/checkout,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/63.0.843.0 Safari/535.1",www.beautyshop.com/product/9021,46E9BB0E-ADAE-4A96-8291-3432A6C843BD
57436,purchase,2023-01-14 15:27:14,www.beautyshop.com/complete,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/63.0.843.0 Safari/535.1",www.beautyshop.com/checkout,46E9BB0E-ADAE-4A96-8291-3432A6C843BD
57437,email_open,2023-01-14 16:57:54,www.beautyshop.com/email/?campaign=love_yourself_valentine,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_7) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/32.0.876.0 Safari/531.0",Mail Client,NULL
57438,visit_site,2023-01-14 17:03:11,www.beautyshop.com,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1),NULL,BBF96D6E-97A1-4E73-80D9-58F72CD1611E
57439,visit_site,2023-01-14 17:03:13,www.beautyshop.com,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_7) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/32.0.876.0 Safari/531.0",Mail Client,NULL
57440,search,2023-01-14 17:08:57,www.beautyshop.com/search/?query=healing+tea+tree+oil+blemish,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1),NULL,BBF96D6E-97A1-4E73-80D9-58F72CD1611E
57441,search,2023-01-14 17:09:46,www.beautyshop.com/search/?query=hydrating+lip+gloss,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_7) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/32.0.876.0 Safari/531.0",NULL,NULL
57442,view_product,2023-01-14 17:14:39,www.beautyshop.com/product/9116,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_7) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/32.0.876.0 Safari/531.0",Mail Client,NULL
57443,view_product,2023-01-14 17:14:52,www.beautyshop.com/product/9088,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1),NULL,BBF96D6E-97A1-4E73-80D9-58F72CD1611E
57444,add_to_cart,2023-01-14 17:22:37,www.beautyshop.com/cart,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1),NULL,BBF96D6E-97A1-4E73-80D9-58F72CD1611E
57445,checkout,2023-01-14 17:29:12,www.beautyshop.com/checkout,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1),www.beautyshop.com/product/9088,BBF96D6E-97A1-4E73-80D9-58F72CD1611E
57446,purchase,2023-01-14 17:33:07,www.beautyshop.com/complete,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1),www.beautyshop.com/checkout,BBF96D6E-97A1-4E73-80D9-58F72CD1611E
57447,visit_site,2023-01-14 19:37:54,www.beautyshop.com,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/13.0.832.0 Safari/536.1",NULL,NULL
57448,search,2023-01-14 19:41:32,www.beautyshop.com/search/?query=rejuvenating+face+oil,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/13.0.832.0 Safari/536.1",NULL,NULL
57449,view_product,2023-01-14 19:44:55,www.beautyshop.com/product/9009,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/13.0.832.0 Safari/536.1",NULL,NULL
57450,add_to_cart,2023-01-14 19:49:08,www.beautyshop.com/cart,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/13.0.832.0 Safari/536.1",NULL,NULL
57451,checkout,2023-01-14 19:55:48,www.beautyshop.com/checkout,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/13.0.832.0 Safari/536.1",www.beautyshop.com/product/9009,NULL
57452,impression,2023-01-14 20:27:22,null,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6618-09-09 12:57:51 Firefox/3.8,www.facebook.com,DDBBB93F-FD55-42DE-868B-906C47FF0B6E
57453,visit_site,2023-01-14 20:29:16,www.beautyshop.com,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6618-09-09 12:57:51 Firefox/3.8,www.facebook.com,DDBBB93F-FD55-42DE-868B-906C47FF0B6E
57454,search,2023-01-14 20:34:49,www.beautyshop.com/search/?query=eternal+youth,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6618-09-09 12:57:51 Firefox/3.8,NULL,DDBBB93F-FD55-42DE-868B-906C47FF0B6E
57455,view_product,2023-01-14 20:39:28,www.beautyshop.com/product/9092,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6618-09-09 12:57:51 Firefox/3.8,www.facebook.com,DDBBB93F-FD55-42DE-868B-906C47FF0B6E
57456,add_to_cart,2023-01-14 20:39:54,www.beautyshop.com/cart,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6618-09-09 12:57:51 Firefox/3.8,NULL,DDBBB93F-FD55-42DE-868B-906C47FF0B6E
57457,checkout,2023-01-14 20:42:25,www.beautyshop.com/checkout,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6618-09-09 12:57:51 Firefox/3.8,www.beautyshop.com/product/9092,DDBBB93F-FD55-42DE-868B-906C47FF0B6E
57458,purchase,2023-01-14 20:46:50,www.beautyshop.com/complete,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6618-09-09 12:57:51 Firefox/3.8,www.beautyshop.com/checkout,DDBBB93F-FD55-42DE-868B-906C47FF0B6E
57459,view_product,2023-01-14 21:55:21,www.beautyshop.com/product/9020,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/17.0.874.0 Safari/533.0",NULL,fae408b6-648c-4abc-aa48-322065aced20
57460,add_to_cart,2023-01-14 21:59:32,www.beautyshop.com/cart,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/17.0.874.0 Safari/533.0",NULL,fae408b6-648c-4abc-aa48-322065aced20
57461,checkout,2023-01-14 22:05:52,www.beautyshop.com/checkout,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/17.0.874.0 Safari/533.0",www.beautyshop.com/product/9020,fae408b6-648c-4abc-aa48-322065aced20
57462,view_product,2023-01-14 22:06:53,www.beautyshop.com/product/9066,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/12.5m7815.0 Mobile/94P894 Safari/534.2",NULL,13540f14-4da8-4194-812b-e5264631336d
57463,add_to_cart,2023-01-14 22:09:38,www.beautyshop.com/cart,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/12.5m7815.0 Mobile/94P894 Safari/534.2",NULL,13540f14-4da8-4194-812b-e5264631336d
57464,checkout,2023-01-14 22:16:16,www.beautyshop.com/checkout,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/12.5m7815.0 Mobile/94P894 Safari/534.2",www.beautyshop.com/product/9066,13540f14-4da8-4194-812b-e5264631336d
57465,purchase,2023-01-14 22:23:07,www.beautyshop.com/complete,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/12.5m7815.0 Mobile/94P894 Safari/534.2",www.beautyshop.com/checkout,13540f14-4da8-4194-812b-e5264631336d
57466,view_product,2023-01-14 22:33:53,www.beautyshop.com/product/9020,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_8 rv:2.0; bo-CN) AppleWebKit/535.21.6 Version/4.1 Safari/535.21.6,NULL,D0AEAB90-751B-45C0-BA09-E158F45BFCF9
57467,add_to_cart,2023-01-14 22:34:31,www.beautyshop.com/cart,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_8 rv:2.0; bo-CN) AppleWebKit/535.21.6 Version/4.1 Safari/535.21.6,NULL,D0AEAB90-751B-45C0-BA09-E158F45BFCF9
57468,checkout,2023-01-14 22:39:03,www.beautyshop.com/checkout,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_8 rv:2.0; bo-CN) AppleWebKit/535.21.6 Version/4.1 Safari/535.21.6,www.beautyshop.com/product/9020,D0AEAB90-751B-45C0-BA09-E158F45BFCF9
57469,visit_site,2023-01-15 0:28:47,www.beautyshop.com,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/51.0.878.0 Mobile/85A104 Safari/536.1",NULL,NULL
57470,view_product,2023-01-15 0:33:35,www.beautyshop.com/product/9093,"Mozilla/5.0 (Windows 98) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/62.0.815.0 Safari/534.2",NULL,CDAF342B-F2DA-4025-B46D-A8B55D741A7D
57471,search,2023-01-15 0:34:09,www.beautyshop.com/search/?query=lush+lashes+lengthening,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/51.0.878.0 Mobile/85A104 Safari/536.1",NULL,NULL
57472,view_product,2023-01-15 0:37:24,www.beautyshop.com/product/9065,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/51.0.878.0 Mobile/85A104 Safari/536.1",NULL,NULL
57473,add_to_cart,2023-01-15 0:38:29,www.beautyshop.com/cart,"Mozilla/5.0 (Windows 98) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/62.0.815.0 Safari/534.2",NULL,CDAF342B-F2DA-4025-B46D-A8B55D741A7D
57474,checkout,2023-01-15 0:47:16,www.beautyshop.com/checkout,"Mozilla/5.0 (Windows 98) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/62.0.815.0 Safari/534.2",www.beautyshop.com/product/9093,CDAF342B-F2DA-4025-B46D-A8B55D741A7D
57475,purchase,2023-01-15 0:51:36,www.beautyshop.com/complete,"Mozilla/5.0 (Windows 98) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/62.0.815.0 Safari/534.2",www.beautyshop.com/checkout,CDAF342B-F2DA-4025-B46D-A8B55D741A7D
